epoc (ms),timestamp (-0400),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1601655849234,2020-10-02T12.24.09.234,18.458,-0.263,0.595,-0.218
1601655849244,2020-10-02T12.24.09.244,18.468,-0.273,0.576,-0.261
1601655849255,2020-10-02T12.24.09.255,18.479,-0.290,0.557,-0.286
1601655849265,2020-10-02T12.24.09.265,18.489,-0.297,0.543,-0.310
1601655849275,2020-10-02T12.24.09.275,18.499,-0.298,0.544,-0.348
1601655849284,2020-10-02T12.24.09.284,18.508,-0.295,0.545,-0.398
1601655849294,2020-10-02T12.24.09.294,18.518,-0.280,0.545,-0.462
1601655849304,2020-10-02T12.24.09.304,18.528,-0.274,0.548,-0.546
1601655849315,2020-10-02T12.24.09.315,18.539,-0.272,0.557,-0.632
1601655849324,2020-10-02T12.24.09.324,18.548,-0.252,0.554,-0.703
1601655849334,2020-10-02T12.24.09.334,18.558,-0.225,0.543,-0.735
1601655849344,2020-10-02T12.24.09.344,18.568,-0.214,0.525,-0.742
1601655849354,2020-10-02T12.24.09.354,18.578,-0.204,0.488,-0.729
1601655849363,2020-10-02T12.24.09.363,18.587,-0.191,0.464,-0.725
1601655849373,2020-10-02T12.24.09.373,18.597,-0.175,0.492,-0.762
1601655849384,2020-10-02T12.24.09.384,18.608,-0.149,0.531,-0.823
1601655849394,2020-10-02T12.24.09.394,18.618,-0.110,0.542,-0.862
1601655849404,2020-10-02T12.24.09.404,18.628,-0.076,0.523,-0.877
1601655849413,2020-10-02T12.24.09.413,18.637,-0.071,0.498,-0.898
1601655849423,2020-10-02T12.24.09.423,18.647,-0.069,0.464,-0.899
1601655849433,2020-10-02T12.24.09.433,18.657,-0.073,0.427,-0.889
1601655849444,2020-10-02T12.24.09.444,18.668,-0.073,0.380,-0.858
1601655849454,2020-10-02T12.24.09.454,18.678,-0.084,0.353,-0.838
1601655849463,2020-10-02T12.24.09.463,18.687,-0.084,0.332,-0.838
1601655849473,2020-10-02T12.24.09.473,18.697,-0.071,0.324,-0.870
1601655849483,2020-10-02T12.24.09.483,18.707,-0.063,0.326,-0.927
1601655849493,2020-10-02T12.24.09.493,18.717,-0.046,0.317,-0.990
1601655849502,2020-10-02T12.24.09.502,18.726,-0.049,0.270,-1.042
1601655849512,2020-10-02T12.24.09.512,18.736,-0.064,0.219,-1.077
1601655849523,2020-10-02T12.24.09.523,18.747,-0.078,0.186,-1.053
1601655849533,2020-10-02T12.24.09.533,18.757,-0.087,0.148,-0.982
1601655849543,2020-10-02T12.24.09.543,18.767,-0.121,0.103,-0.925
1601655849552,2020-10-02T12.24.09.552,18.776,-0.135,0.068,-0.912
1601655849562,2020-10-02T12.24.09.562,18.786,-0.138,0.076,-0.950
1601655849573,2020-10-02T12.24.09.573,18.797,-0.127,0.082,-1.037
1601655849583,2020-10-02T12.24.09.583,18.807,-0.103,0.044,-1.134
1601655849592,2020-10-02T12.24.09.592,18.816,-0.097,0.023,-1.230
1601655849602,2020-10-02T12.24.09.602,18.826,-0.100,0.005,-1.309
1601655849612,2020-10-02T12.24.09.612,18.836,-0.107,-0.016,-1.372
1601655849622,2020-10-02T12.24.09.622,18.846,-0.116,-0.019,-1.428
1601655849633,2020-10-02T12.24.09.633,18.857,-0.109,-0.009,-1.516
1601655849641,2020-10-02T12.24.09.641,18.865,-0.082,0.002,-1.609
1601655849652,2020-10-02T12.24.09.652,18.876,-0.051,0.036,-1.713
1601655849662,2020-10-02T12.24.09.662,18.886,-0.018,0.064,-1.836
1601655849672,2020-10-02T12.24.09.672,18.896,0.001,0.076,-1.972
1601655849681,2020-10-02T12.24.09.681,18.905,0.026,0.104,-2.093
